,People,Female,Male,Female.Celebrity,Male.Celebrity,Child,Teen,Elderly,Multiple.Ethnicities,Ethnic.Minority,Disability.Representation,Animal,Dog,Cat,Prominent.Animal,Voiceover,Female.Voiceover,Male.Voiceover,Amazon'.in.Voiceover,Products,Prominent.Music,Pop.Culture.Music,Jingle.Appearance,Dancing,Parent-Child.Interation,Dialogue,Animated,Humor,High-arousal.Happiness,Low-arousal.Happiness,Sadness,Prominent.Amazon.Logo,Number.of.Amazon.Logo.Appearance,Smile.Logo,Amazon.Brands,Non-Amazon.Brands,Amazon.App,Amazon.Website,Amazon.Search.Bar,Amazon.Boxes,Amazon.Box.Opening,Amazon.Vans,Amazon.Employee,Amaon.Devices,Start.card,End.card,Number.of.Benefits,Selection.Benefit,Shipping.Benefit,Price.Information,Amazon.Saves.the.Day,Call.to.Action,Disadvantaged,Meaning,Transformation,Mastery,Belonging,Autonomy,Awe,Mix,Benefits,Brand.1,Clear.Brand,Message.Delivery,Clear,Understood,Reputation,Relevant,See.Again,Like,Dislike,Purchase,Recommend,Branding.Correct.Recall
Disability.Representation,0.07217269937446767,0.08805642993501758,0.12586137710161127,0.05315913428573979,0.06454799842139435,0.03288597527182956,0.1201887521020999,0.0463208452246042,0.0197952800198019,0.009454717890650981,1.0,0.052566520256707494,0.09797749694271407,0.1253005262789782,0.08278823113688244,0.07991198546134065,0.10537917292676413,0.039038532742828855,0.011946453297245481,0.11750538272030293,0.011553563592633332,0.018992578049334578,0.07991198546134051,0.03509971246221005,0.02863344660698747,0.02209363505125838,0.05907024810294687,0.1190522732983252,0.007717989340696756,0.1463800790819972,0.11057704836461302,0.026235103785169127,0.024139606226875148,0.048211425803843154,0.09487507784084032,0.04144234102654548,0.08411728053552381,0.10067047640272098,0.11106830132527787,0.012087454346828824,0.10067047640272103,0.1284484422945703,0.12754045822037532,0.03211378169250614,0.018349013148180746,0.09031495812957173,0.06913464375130597,0.0036914601569576436,0.08599875954199046,0.0381647874035274,0.042022035700106826,0.08749493541304518,0.2575547683292136,0.020795448641202138,0.07624848140429011,0.03382187191554469,0.11478202478372893,0.26729223690865894,0.0837941193887427,0.00040803616679494815,0.006974222957703884,0.05320261548491601,0.0876869106045119,0.029585913660922697,0.003018351220043983,0.09269684838020184,0.11857202707490917,0.07082592358220327,0.14285593067814906,0.1613888968102999,0.026624821370468787,0.05148264306048294,0.15678434664607632,0.06761637089654858
Animal,0.16428801936338155,0.1781246826661637,0.05075152180930995,0.010218377137235833,0.007233564300113651,0.02088564414453337,0.04433525821333545,0.21838935105780027,0.018539116870475575,0.0485085928518196,0.052566520256707494,1.0,0.6564596152996294,0.3691611563489345,0.6344829626333564,0.20218751430483184,0.06127661017731769,0.17567611478059592,0.17756696902866964,0.10820766663273026,0.1091587502417577,0.13914422566182397,0.1350645338473574,0.10616027076679957,0.023219958816551586,0.2298686105525414,0.13446267284232719,0.10135239909103545,0.03195635611627688,0.10008802422132906,0.0533029834021179,0.11563855330731485,0.1328527155340354,0.02420312005865411,0.014956909206039044,0.12428761349480959,0.406628975190862,0.03129192327945884,0.20322457421757434,0.04050191908946122,0.03129192327945879,0.18564413306421376,0.1677694286709625,0.18107024704063743,0.1068506244880824,0.0644168121532513,0.15991718428035862,0.056871080596341966,0.012457488265483764,0.006736168966279343,0.13944448988954433,0.03696156024079671,0.03198889021300355,0.156553109636261,0.06789352940575262,0.03167561335799757,0.0006600767911998558,0.015072069438775742,0.07847673641658501,0.020062514106460136,0.026446798098101958,0.033788594846029675,0.026420007057728682,0.005993460221636077,0.010136965513908424,0.015642714102340787,0.07444963107371164,0.06683921204895203,0.05395987430701435,0.0685790257911103,0.047371399157768786,0.07916397127129393,0.014168305969941897,0.16274963132987494
Dog,0.10784844998962334,0.13451408554571956,0.04048112544685567,0.07943627279008875,0.035317287355376904,0.03184393220223177,0.027814875248046347,0.02358940682745462,0.047521661207645505,0.03184393220223184,0.09797749694271407,0.6564596152996294,1.0,0.11009590861373907,0.3297565639484061,0.07737985041168871,0.1268404628875171,0.21939035992969844,0.20786783353501095,0.10391710123558519,0.02144874620661823,0.05536442267145849,0.1809112243421424,0.14485289220705788,0.09787588201591435,0.16903556740568298,0.08826931448623399,0.1908507993197264,0.03598319540895732,0.019314920270207873,0.08514538954762688,0.11996240721762327,0.12267785204301983,0.032244046791473094,0.0029023554879433317,0.19321455233160706,0.36109425598038625,0.06494555218525212,0.24737518470748732,0.14565531096825712,0.15043298828852333,0.12186787617396694,0.06001402975496337,0.09648298956716726,0.11635681714321112,0.042287035724951676,0.2317630659516484,0.05096958709443359,0.01588837088275486,0.026110992292210894,0.24485002817911175,0.043054512041392524,0.03612486701063092,0.22567810088868764,0.08114819764593918,0.05648971727295761,0.05907510879183487,0.07363883651014423,0.07608269358871562,0.1940413929727815,0.002206939182888158,0.07608269358871558,0.04397163532534493,0.022941157860460533,0.029525478195060784,0.003600107330288189,0.09524377031115924,0.07031987059893526,0.08670265493416719,0.10018746603965781,0.007838870065930816,0.06255836619222752,0.022520585927917055,0.0949360033932341
Cat,0.06892269134266554,0.07983495066888234,0.06660084630359937,0.05486757445146235,0.06164133821435623,0.016701796417639643,0.11477653372798287,0.11050700216041906,0.04419088593412574,0.11562782135289028,0.1253005262789782,0.3691611563489345,0.11009590861373907,1.0,0.2208180307248187,0.12019371481352702,0.00047116899516013675,0.1920282260236025,0.191190601635766,0.0071872602744266585,0.0049561326021104555,0.07331030048368956,0.09417775922618331,0.007419255774683628,0.05266837710022723,0.08695236990112289,0.05641025641025641,0.09488269191368483,0.05437904056727947,0.09039492561785702,0.10559765451579277,0.09969720580116967,0.011288141497089454,0.012217113274736414,0.22503447249786973,0.2383563665281812,0.19429534397884357,0.1521920958304662,0.2715952547271861,0.20609759500463587,0.09613718528696778,0.07788208374744976,0.14512005050932497,0.09026709338484404,0.0421414630679352,0.018948421220117043,0.10497026233501343,0.09595035259408811,0.057691923797365915,0.031807583373104124,0.054046790400860044,0.10174979348137453,0.1092035494116549,0.04961141526622151,0.0688604066567394,0.08003400766988532,0.11727047209302523,0.0004711689951601373,0.00866025836797467,0.11349788277054917,0.019018872039632012,0.08002078732008587,0.05355680721713321,0.10846139680010856,0.10611582258293129,0.11627117559406543,0.13091153428532665,0.09540111142777036,0.14824853816784953,0.14135020221891043,0.03668635783243827,0.04422549509702746,0.06109729521294543,0.038861703262210744
Prominent.Animal,0.062171243998323564,0.15159250633318477,0.18603339505764455,0.08477292263197465,0.10293475523534915,0.004214193463255888,0.0975877344327288,0.19342836321551496,0.06322713789620585,0.09102657880632772,0.08278823113688244,0.6344829626333564,0.3297565639484061,0.2208180307248187,1.0,0.2007112592548536,0.10787647894311606,0.08114209925341553,0.08727807456119936,0.157270348349033,0.08221343144175952,0.167413227462054,0.06007683950485404,0.08726310472323251,0.003669250570318899,0.03523274109002628,0.03119589907746746,0.06152724960234843,0.08856124794565216,0.16862506043167666,0.1289188850299997,0.05582813865278535,0.00656172499326663,0.0004452672228866194,0.10685352803662106,0.00531065419871232,0.28367239042368414,0.11981135372716123,0.05301572783053614,0.09417641827634238,0.16528430976222236,0.13005514578357424,0.14682328795982846,0.1080832909265045,0.03904658653408937,0.011573465680670083,0.010555763262070465,0.02321071312043817,0.09127978069179124,0.07463884430176566,0.06701258079364263,0.05145394222724468,0.04561514133964101,0.013644009039866034,0.02943962010433933,0.04259825235096896,0.12634096165322653,0.012364066354511838,0.08681181465618332,0.03764739222478317,0.03701035988374163,0.100447178214746,0.007722925457487678,0.09418135497027781,0.0987930475736732,0.11490250269480724,0.03834224109891449,0.1287551787044997,0.18247222740624622,0.16756607367185786,0.025081737939289875,0.07633314681095829,0.14895473215010563,0.14388721922055658
Voiceover,0.011800771436301994,0.10791923827581539,0.10656213704994198,0.009729219016986063,0.06687255183262379,0.03154565787207015,0.21678513940578484,0.1831176924309017,0.10075527216449183,0.06691503184984554,0.07991198546134065,0.20218751430483184,0.07737985041168871,0.12019371481352702,0.2007112592548536,1.0,0.30920827300957054,0.5109981230680335,0.6286591170548529,0.0007762828791909017,0.15962221081104877,0.18006170045338146,0.13646922183507557,0.36079392590804404,0.05826216117478797,0.14785272754332549,0.12019371481352698,0.12301672502025325,0.11807705061019773,0.005352168428720352,0.4566128507305394,0.16083960928198562,0.19695154212755567,0.020074236857838892,0.043544641771355724,0.006776130011461807,0.09484101137783575,0.13555103576999397,0.09403739113845261,0.047784679589125,0.34947276964025703,0.0782306874767021,0.14671617035658166,0.13421018517629996,0.21213533157074208,0.07110116601617811,0.24343297468544006,0.16932461908633165,0.09696235161522145,0.04539897530764532,0.13210251861244363,0.15703407758784568,0.21757553686231568,0.08220952251146682,0.1847950885840173,0.22050283421989195,0.12503027814746603,0.09702198362290092,0.0684323069987326,0.30458506301355537,0.026473709765131373,0.14807668689556275,0.32906277151228513,0.16647732884623684,0.18734181826364008,0.16695511462794094,0.03564167591169843,0.12568025064337113,0.12723167891773157,0.1392813760757767,0.06494736057275192,0.13926824326917045,0.11808660706255464,0.14738155342822493
Female.Voiceover,0.014248070704379397,0.07868117529492422,0.25951408627588923,0.07721865863836967,0.06883306510668027,0.02878221578422636,0.016764534660019318,0.028530815290669163,0.09740536823297825,0.051072202444191334,0.10537917292676413,0.06127661017731769,0.1268404628875171,0.00047116899516013675,0.10787647894311606,0.30920827300957054,1.0,0.507857220135695,0.022771001702132566,0.0473322390112547,0.1266549432686221,0.0730661152793225,0.06547011903008763,0.16201741086325933,0.0671259365621041,0.02558831578595796,0.048059237506334944,0.0035434236930121776,0.15846035568295144,0.01017784875371113,0.05164939580760578,0.021344739937733354,0.07169990943491938,0.06996813019772204,0.03145443337329262,0.062042249966543415,0.1158514938507528,0.05908897418003044,0.13341641870109167,0.013999398385888968,0.03502696923043046,0.12665494326862206,0.06809523809523815,0.10079860197620874,0.05290892320409966,0.05018716061085384,0.0502051266795993,0.04430827854708406,0.0006859620607620057,0.08314834623409234,0.09367809133047941,0.024101763599493186,0.06294389962956051,0.22705386095093127,0.14257705797884432,0.012972438532931318,0.10728311708093563,0.019047619047618935,0.04656359273260783,0.01374771365937243,0.05701677875770529,0.0616179873754811,0.052144646827535376,0.12018145004824846,0.13121404230406278,0.11808249051323703,0.09210157310937875,0.049943536527982335,0.06952690086386307,0.11052286725402764,0.06546542272977815,0.037646243036904094,0.11884247364281007,0.03906709625808929
Male.Voiceover,0.06973352811979548,0.17838324704353545,0.10131052531522826,0.021674881423673766,0.017445178729783913,0.007895494367939602,0.11621704584853337,0.21786372291697478,0.02838778850962661,0.13094966268777597,0.039038532742828855,0.17567611478059592,0.21939035992969844,0.1920282260236025,0.08114209925341553,0.5109981230680335,0.507857220135695,1.0,0.5146817155378977,0.03836598829383984,0.10156228265205977,0.12410604761446965,0.21197999061338751,0.10294682268921401,0.058684906502613265,0.09982035823594446,0.19202822602360253,0.12474688205701782,0.06013293318887212,0.027601936954640468,0.39663459174227,0.06815452085002797,0.13583047802015588,0.05951515919031083,0.049607848794606994,0.08170133344876586,0.09552916975778242,0.17752883699868224,0.08940302587067364,0.06851646522939751,0.3249726344449157,0.06240190407461971,0.027755233974875452,0.032926707282900994,0.07306449215955287,0.05699984244342094,0.2989479099961309,0.2168555064127478,0.05951515919031088,0.02448015875781007,0.004617643513389588,0.21614066708128998,0.10684368959362553,0.21821823816075672,0.27972579572713113,0.12177457110153066,0.19470784553505874,0.09322368663316898,0.019315654033491808,0.24448033723892032,0.0019218595149889418,0.05140456315364765,0.1568052848180388,0.022046691265758842,0.016686824415364558,0.04063860471543667,0.11183680485034096,0.01687566911084411,0.22260672967274053,0.25154900398093427,0.03720749462531271,0.03115920113804045,0.03143505028857141,0.18881194841981952
Amazon'.in.Voiceover,0.10057728110107274,0.04998358849274714,0.061309231987063756,0.07104190716704696,0.15892223696309815,0.045533044615272016,0.1944437888558571,0.033094567961884154,0.13889246871441932,0.04553304461527208,0.011946453297245481,0.17756696902866964,0.20786783353501095,0.191190601635766,0.08727807456119936,0.6286591170548529,0.022771001702132566,0.5146817155378977,1.0,0.0703239449767309,0.17239183076954648,0.0888521509848824,0.18536463108588846,0.20782033224714683,0.017805973291813458,0.08969611024754828,0.014376846587650195,0.16006344515206294,0.019964958459926678,0.026376473761646882,0.41846069669769237,0.1359485573795497,0.2610312989964882,0.04342372024392177,0.06683614176221003,0.04885162584377726,0.05296480205051888,0.0686628855832179,0.02145110177248701,0.01062601081579697,0.35995997593626305,0.02900354052644538,0.26848095340228517,0.11302100232407941,0.3271427550263674,0.0445095168723299,0.2782523564377478,0.22506528970550307,0.020930857959300452,0.08671499020919132,0.04975262920440496,0.21928459940162576,0.16119667466308707,0.07648171718733411,0.1489766416654929,0.11723143723653291,0.038333944052926706,0.04424080330700023,0.05724023671043756,0.32615814685440325,0.1141939516583827,0.09008560930751312,0.37715476418425464,0.20828338319379303,0.22005253057672736,0.22284038178727889,0.00713466089649659,0.18617719137208552,0.10913715773326024,0.14433401180818037,0.007116605761960247,0.1504446146542367,0.10610503690510059,0.0700505573722185
Products,0.05686713993115305,0.08261158740630849,0.10583323252969629,0.022186061453994373,0.07610152316164948,0.01128764710614018,0.16911040836640265,0.022078578962411822,0.08455781447496481,0.09903313027085246,0.11750538272030293,0.10820766663273026,0.10391710123558519,0.0071872602744266585,0.157270348349033,0.0007762828791909017,0.0473322390112547,0.03836598829383984,0.0703239449767309,1.0,0.08239288498550186,0.17901050896561818,0.08073341943585641,0.202405590101868,0.10477047256740225,0.06817046729063823,0.00718726027442671,0.08772511710454227,0.18404210931409026,0.07810394609884809,0.19489518553799273,0.055141064427394505,0.05905074106643383,0.04523034172196303,0.066326691440338,0.05569025532741033,0.1144537935635185,0.07119070672647264,0.12867385850905524,0.1275444652008788,0.22556213394387634,0.04612593133803741,0.26454503883023045,0.11144247508178841,0.049692939356664204,0.17156864847953282,0.20881190186352075,0.06282613945845257,0.1495301595733554,0.15727034834903308,0.13519694196280743,0.06667788319762061,0.04497401133654996,0.13198093409911785,0.09734845710888049,0.004505872726333125,0.07835122260673898,0.02507202759507053,0.034971628248293106,0.035515240140298894,0.1801330603328304,0.1059485289295582,0.046066592318744916,0.014238109928008258,0.007172352539427735,0.059409913648561824,0.1569781139282177,0.06338063407976459,0.003085879132337784,0.005146300310064677,0.15217786770993066,0.06721233690664066,0.06226046141830658,0.14093499205670892
Prominent.Music,0.08861515517800152,0.1683126999524752,0.04385659752481789,0.09033626847055967,0.01767551023065206,0.034795616421116914,0.07476284330073792,0.07731770398165674,0.03707179175019236,0.03219407500645392,0.011553563592633332,0.1091587502417577,0.02144874620661823,0.0049561326021104555,0.08221343144175952,0.15962221081104877,0.1266549432686221,0.10156228265205977,0.17239183076954648,0.08239288498550186,1.0,0.17336117608990642,0.03753492580952876,0.11951734454506815,0.0863581832983166,0.06913447711908528,0.07788208374744972,0.07155001598059536,0.08740564773256987,0.14456573955640484,0.013292802052663965,0.01839563293793391,0.0951562075849024,0.06030094741025653,0.05026282920178365,0.019465605651321324,0.062174425344288985,0.08558831967847146,0.033123270585773135,0.08159688420596814,0.13273054923399305,0.11397849462365603,0.020751374885819473,0.07285832574878642,0.08082507900411286,0.03423468227398297,0.09115164211102579,0.10542058096886932,0.007215497980714499,0.013469997241870155,0.029138717653102802,0.11951734454506825,0.10527429175449743,0.016121831881467038,0.007050225383151266,0.021022400617513554,0.1111922367313788,0.020751374885819417,0.10627090611759124,0.04486766590237951,0.169084830748648,0.05629201462664482,0.01590877271855804,0.15979229977002957,0.1584795954464196,0.12007077641804992,0.06006521695118766,0.08537581829816061,0.08644588303826903,0.06701087848912105,0.0589532188326212,0.05893567669276293,0.06789664949355677,0.08386229822054732
Pop.Culture.Music,0.0656288402554655,0.15244391247433847,0.05322578566860958,0.059430042486432945,0.040576686312510504,0.18991122743877814,0.04556533877355356,0.1255095189821228,0.10534057735011171,0.1179080749497199,0.018992578049334578,0.13914422566182397,0.05536442267145849,0.07331030048368956,0.167413227462054,0.18006170045338146,0.0730661152793225,0.12410604761446965,0.0888521509848824,0.17901050896561818,0.17336117608990642,1.0,0.024064849903360747,0.1859886643916695,0.12198628984701484,0.03979815991178164,0.02105451536382779,0.05043522027328334,0.08439113843355303,0.011350536968258515,0.018128385606057236,0.03836173710090175,0.059321803325829224,0.04542507575857081,0.23312995780542933,0.11354377281215758,0.042384297993644966,0.09002590946407807,0.017363876438235577,0.08450601243472738,0.022465481960981196,0.13368072911821674,0.24381008993205514,0.2589758219290726,0.11204969278642331,0.027730907909321922,0.16078749642788054,0.07250596170966564,0.15954172949351755,0.07255682621615854,0.021173704999423348,0.037486087396770604,0.03945846293793539,0.16562157549413678,0.0691830484069511,0.14242139562666545,0.061754496344515374,0.09947246571360382,0.016021538555441143,0.04255874131608271,0.0989506754889372,0.016021538555441122,0.04703684943599442,0.05191177337259682,0.038206150593046585,0.06225731278854813,0.04408674900006581,0.055346794757137614,0.0011006291480363394,0.016627472533579025,0.077603612276647,0.031121797223649536,0.020907762684739813,0.14952129138732276
Jingle.Appearance,0.03321698626514612,0.12009474208129187,0.0168408826945413,0.0097292190169861,0.01731950982715439,0.04229985941936679,0.001493010601968252,0.06651480886828333,0.07656461241404275,0.08077600273302799,0.07991198546134051,0.1350645338473574,0.1809112243421424,0.09417775922618331,0.06007683950485404,0.13646922183507557,0.06547011903008763,0.21197999061338751,0.18536463108588846,0.08073341943585641,0.03753492580952876,0.024064849903360747,1.0,0.06565266520621789,0.022108409374361523,0.028542997595236593,0.04058489071625583,0.12888631030948997,0.14240092303589863,0.11560683806036338,0.1600823520849651,0.08908573186523776,0.05765018824219546,0.059086433015525526,0.038939921032315826,0.03262581116629753,0.12028013682553666,0.0030271943472207144,0.14682132185921903,0.07284821251087185,0.2048401508286012,0.1252481208591646,0.14671617035658194,0.08348507581832831,0.03757825873538859,0.10865716652728791,0.25569013851620603,0.03669773113277909,0.13711082533089908,0.15087479012014482,0.00784170201809025,0.39125439670192047,0.02142428699957157,0.14193232268891473,0.08203520287608247,0.01797730113385108,0.06790033831978505,0.15118601784056374,0.011212072898097463,0.18407944618264743,0.026473709765131373,0.09085645279492766,0.009260225749189666,0.094952865223985,0.09581372608644181,0.11962455161499716,0.15502680172974523,0.06516572403830402,0.19853638633793838,0.21191570927477432,0.02724442420161326,0.036263555222935076,0.10179698135615772,0.0396264442635528
Dancing,0.14244891395915268,0.21250450419410097,0.09611313600009376,0.04488304502769026,0.026459972296423516,0.023123405356700884,0.29530761546441936,0.05375761530364057,0.14161026143684682,0.2738298002767208,0.03509971246221005,0.10616027076679957,0.14485289220705788,0.007419255774683628,0.08726310472323251,0.36079392590804404,0.16201741086325933,0.10294682268921401,0.20782033224714683,0.202405590101868,0.11951734454506815,0.1859886643916695,0.06565266520621789,1.0,0.007152615272147896,0.016279840194550574,0.11658830503074187,0.072485592704324,0.41418195041388645,0.0643241874319439,0.27762487848615225,0.11791906453491394,0.09225784232033074,0.10840068434777105,0.04373864118941922,0.055467709108841176,0.19193404659512944,0.022267613800541576,0.24609836596205092,0.0007157185857644472,0.4364452304906145,0.11951734454506818,0.24476679922151923,0.03516001932761875,0.17186075814233762,0.012997884859179201,0.06169400997043825,0.06775905296613513,0.13000366770533395,0.05597354526071887,0.20949993447328935,0.1313253012048191,0.2919126291887013,0.0773277522418476,0.049838716269099664,0.29667831599170724,0.15286022670905475,0.19656327202253274,0.07796786367302073,0.23145769104525182,0.0779757187268401,0.07796786367302082,0.2740448266456153,0.1945186281167914,0.20054633915071915,0.1637260627835764,0.21406869979582802,0.1957735401876534,0.09165209627188661,0.11359739534892827,0.31769683478325356,0.16066411577957176,0.015919882326136493,0.10135414489786415
Parent-Child.Interation,0.14133689666799334,0.16632537036678793,0.1828495504726603,0.08100052996077704,0.07369379483259526,0.7257166223797644,0.2484908010458734,0.05861778215115491,0.0765796869562924,0.2444744491910592,0.02863344660698747,0.023219958816551586,0.09787588201591435,0.05266837710022723,0.003669250570318899,0.05826216117478797,0.0671259365621041,0.058684906502613265,0.017805973291813458,0.10477047256740225,0.0863581832983166,0.12198628984701484,0.022108409374361523,0.007152615272147896,1.0,0.14778458422493254,0.1006758358730007,0.010077567652315256,0.12946388314838495,0.19561026873710063,0.0705702194392745,0.051234285948579136,0.0765700503229269,0.04173207706529747,0.043310611009481,0.08093235566816656,0.21172815094441122,0.03615603141786182,0.16135838838544725,0.16408428111153037,0.05694574948313243,0.013449225267770586,0.1997291024725064,0.022088196370978346,0.1476779250266166,0.05911836318497399,0.10826525589508079,0.07651170692583843,0.04173207706529771,0.027825150158251755,0.008375300455130899,0.11629622609158993,0.11749440374542225,0.1186931024972989,0.023721652441527918,0.05057574530552773,0.19169988430738263,0.054171808453628,0.0031169665315073677,0.017211959337819004,0.013886950770404208,0.032554983773521576,0.13481667054718863,0.15562512015274246,0.15704585583682706,0.15471082969434347,0.005047197036648919,0.1011022719107123,0.06289642673560182,0.08411954148841609,0.04475816949217145,0.005460245330486447,0.01605584836099536,0.16927362879587585
Dialogue,0.06272811169021035,0.14716151599262406,0.14614014768761138,0.06244745750432378,0.059589036674424736,0.011746226898028294,0.009980091616684254,0.051620086656761086,0.11705262871951101,0.035943454307966465,0.02209363505125838,0.2298686105525414,0.16903556740568298,0.08695236990112289,0.03523274109002628,0.14785272754332549,0.02558831578595796,0.09982035823594446,0.08969611024754828,0.06817046729063823,0.06913447711908528,0.03979815991178164,0.028542997595236593,0.016279840194550574,0.14778458422493254,1.0,0.07109634950738875,0.2577233008066322,0.16714396964530906,0.08996811183094498,0.08735576604238562,0.008178035553521024,0.008622195012498883,0.08824177678967329,0.10863687446090134,0.014802393326016315,0.07623551246547085,0.027443443898381964,0.12896361324557948,0.09647954741459973,0.17689448777872774,0.05087986799213589,0.02558831578595788,0.3012606967805029,0.14156442289628954,0.11541458837346415,0.029422092611371308,0.07193830598734186,0.011542173335358103,0.03389054142945391,0.034095538289036935,0.016279840194550598,0.07090375249241788,0.18230614024846162,0.03452056942019563,0.023470706826889422,0.027159306191552244,0.027656058475732367,0.020143109248308567,0.015157223626437701,0.1624754628580977,0.020143109248308547,0.16449239424600587,0.07357612053625191,0.06542660525696017,0.1306706561394858,0.15142397752722173,0.1386948052290109,0.14419768695510277,0.13616967766860202,0.05402631546679553,0.07293410346105046,0.10203779518454426,0.031446195389097445
Animated,0.8184569596941523,0.43091038590844016,0.46932783879567647,0.05076532589434372,0.06164133821435621,0.19314128677834613,0.11477653372798279,0.1380131118684709,0.2175875050280286,0.29206731171359684,0.05907024810294687,0.13446267284232719,0.08826931448623399,0.05641025641025641,0.03119589907746746,0.12019371481352698,0.048059237506334944,0.19202822602360253,0.014376846587650195,0.00718726027442671,0.07788208374744972,0.02105451536382779,0.04058489071625583,0.11658830503074187,0.1006758358730007,0.07109634950738875,1.0,0.0046017009935043355,0.0763845667112369,0.10717912931348025,0.1055976545157928,0.0996972058011696,0.01128814149708953,0.012217113274736398,0.16960549521461601,0.053068021227028986,0.170395688910831,0.09613718528696771,0.15404937947755004,0.2262456287321766,0.034054865007609264,0.07788208374744968,0.14512005050932508,0.02524953661114519,0.09210299144744606,0.08624798624329065,0.10497026233501343,0.0563395857917191,0.05769192379736594,0.031195899077467445,0.11295779193779748,0.15633431810940393,0.19707828057884574,0.13886863399846275,0.12198866048178922,0.023657851323802624,0.20370237639056785,0.09658964400782999,0.06270027058413646,0.0697140553347193,0.019018872039632012,0.08002078732008586,0.19741694259205936,0.3509991138701948,0.342797746558385,0.40040268507517207,0.19231898675676007,0.2783948975277565,0.37571735838215325,0.3400005982055169,0.14669857774376016,0.1321217998725961,0.3140830804162976,0.2356749273582703
Humor,0.0633190514391551,0.16827933244467547,0.07263611795430475,0.00939989470285807,0.01641146827961216,0.001207747721217006,0.07306314168470772,0.17691934204334997,0.2993013908515776,0.1670717681016966,0.1190522732983252,0.10135239909103545,0.1908507993197264,0.09488269191368483,0.06152724960234843,0.12301672502025325,0.0035434236930121776,0.12474688205701782,0.16006344515206294,0.08772511710454227,0.07155001598059536,0.05043522027328334,0.12888631030948997,0.072485592704324,0.010077567652315256,0.2577233008066322,0.0046017009935043355,1.0,0.27578756784743025,0.018144916553953696,0.05600431871197534,0.012992548854570912,0.12263728413909936,0.07241830412575692,0.08140612115360915,0.09427838693332825,0.11129561481951127,0.008074245925034074,0.16413191811900876,0.3306677527050502,0.21233850248466804,0.20865981404573616,0.22456447654465359,0.23795464499603483,0.1037356386692564,0.07892862799695627,0.07226821861711673,0.02340842485629852,0.09187872946351558,0.14576782966537682,0.17096663746723825,0.32904971808389016,0.01583982131233542,0.25772982382006826,0.18074336474821917,0.031703604116472904,0.09988785994994155,0.11759737381184522,0.08190024915139163,0.17442837713678316,0.029229012064936714,0.052266361784486355,0.09768449139723694,0.03390131995952588,0.023700085887776917,0.05318026501985244,0.1661024000438924,0.08192498764350141,0.038632271270237384,0.0190636358180676,0.28497286574624686,0.017538385369567703,0.033313322473171446,0.005267462574214072
High-arousal.Happiness,0.14325517377185926,0.24891325627378774,0.17380941849821116,0.05329582389874178,0.02484651347773793,0.23168640355466838,0.3039361628942712,0.0346048615634155,0.26341068608575147,0.2487907689177646,0.007717989340696756,0.03195635611627688,0.03598319540895732,0.05437904056727947,0.08856124794565216,0.11807705061019773,0.15846035568295144,0.06013293318887212,0.019964958459926678,0.18404210931409026,0.08740564773256987,0.08439113843355303,0.14240092303589863,0.41418195041388645,0.12946388314838495,0.16714396964530906,0.0763845667112369,0.27578756784743025,1.0,0.13679294303209633,0.08739624198430833,0.009726414175067118,0.028988690037567155,0.04743976514969839,0.015998035452611293,0.10695667365232399,0.24325833531602728,0.09779856343517955,0.35729803873344657,0.11106716858980212,0.21050627849893894,0.21979949650396216,0.2685913721157719,0.022633213815882593,0.09819580435424752,0.041813821339968464,0.14559277177609997,0.05489368538448002,0.015710571575549424,0.08300881860736672,0.06524951064583637,0.1912164056788848,0.19360764534303432,0.10668456389685271,0.013929354690798163,0.16768693017274214,0.05436741547023493,0.14990649032894593,0.06713429448335285,0.0030868974036520045,0.09708553794961956,0.0023583475813824437,0.1582289561941219,0.10507000655673333,0.11144215421198987,0.1042251824845664,0.22678820034460964,0.13733374359951056,0.05535429303903999,0.018944908728079676,0.29998753964229025,0.0982122229228732,0.02282059329774401,0.09564327159737847
Low-arousal.Happiness,0.24410809291328467,0.20096637589483973,0.14317050546827403,0.017142546596669795,0.12126999103571329,0.18369385456126427,0.11434754225878899,0.137497270818864,0.07099818573391627,0.08854308097557341,0.1463800790819972,0.10008802422132906,0.019314920270207873,0.09039492561785702,0.16862506043167666,0.005352168428720352,0.01017784875371113,0.027601936954640468,0.026376473761646882,0.07810394609884809,0.14456573955640484,0.011350536968258515,0.11560683806036338,0.0643241874319439,0.19561026873710063,0.08996811183094498,0.10717912931348025,0.018144916553953696,0.13679294303209633,1.0,0.17193503057471035,0.13338114083523145,0.005952650306601769,0.012217831684133975,0.03759551143922971,0.002775633567030499,0.09401083777832965,0.046654894666780064,0.04120907423041167,0.12866715244099708,0.11051475048974817,0.042969161883263884,0.2597774729518687,0.023050575224828215,0.03575097215555518,0.028564324379221247,0.2625833912148452,0.03589902491337715,0.19199449789353631,0.18781559902558007,0.13676186326186637,0.104117964402553,0.12681032789393987,0.20223334320656497,0.16567262679071232,0.004401050578499676,0.2562538963692296,0.1848975856924215,0.08819135943971301,0.16047321616479188,0.01461761061220194,0.12489321811563399,0.02150759952862967,0.08041852263430005,0.06600149249882938,0.11661447077933855,0.09406600009632954,0.12771681161215204,0.24990848464470194,0.23967678115087815,0.013109065500938672,0.20986994914758503,0.12774603450431266,0.11259231316765836
